 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
29342,5337853,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.74428464,1.12404744,1067570.6,2376348.653,5318500,2,0,0.0,0.0,0,0,5323867,1330966.75,2658356.701,5318500,2,0,0,0,0,20,100,0.18734124,0.9367062,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,19353.0,0.0,19353,19353,5318500.0,0.0,5318500,5318500,BENIGN
80,91407970,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1998.0254,127.527173,0.153159511,7031382.308,24800000.0,89600000,1,91100000,13000000.0,33800000.0,89600000,1,306445,61289.0,122665.0719,279812,158,0,0,0,0,172,132,0.087519721,0.06563979,0,4380,777.5333333,1542.802222,2380238.695,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1535017.0,0.0,1535017,1535017,89600000.0,0.0,89600000,89600000,DDoS
80,3177875,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.440270621,1.573378437,794468.75,1586307.977,3173930,4,3177875,794468.75,1586307.977,3173930,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.573378437,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1145569,3,7,26,11601,20,0,8.666666667,10.26320288,5840,0,1657.285714,1964.895647,10149.54141,8.729286494,127285.4444,366650.6076,1104388,15,40180,20090.0,28274.37175,40083,97,1145515,190919.1667,447793.541,1104388,15,0,0,0,0,72,152,2.618785948,6.110500546,0,5840,1057.0,1734.985821,3010175.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,344959,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,33722.84822,23.19116185,49279.85714,129848.4534,343748,10,941,470.5,317.4909448,695,246,344945,86236.25,171675.0225,343748,10,0,0,0,0,72,112,8.696685693,14.49447616,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8022475,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,4.48739323,0.747898872,1604495.0,3586701.673,8020582,340,8022475,1604495.0,3586701.673,8020582,340,0,0.0,0.0,0,0,0,0,0,0,120,0,0.747898872,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1893.0,0.0,1893,1893,8020582.0,0.0,8020582,8020582,DDoS
28341,9566548,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.76311288,0.62718548,1913309.6,4272506.424,9556199,1,0,0.0,0.0,0,0,9558224,2389556.0,4777762.095,9556199,1,0,0,0,0,20,100,0.104530913,0.522654567,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,10349.0,0.0,10349,10349,9556199.0,0.0,9556199,9556199,BENIGN
60726,4,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,10800000.0,750000.0,2.0,2.828427125,4,0,4,2.0,2.828427125,4,0,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,60,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,197,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,974619.2893,20304.56853,65.66666667,107.6769861,190,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10152.28426,10152.28426,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1103690,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,10540.09731,7.248412145,157670.0,416700.6046,1102658,3,893,446.5,409.4148263,736,157,1103632,275908.0,551180.1147,1102678,3,0,0,0,0,72,112,2.718154554,4.53025759,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,66506,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,174916.5489,120.2898987,9500.857143,24234.67454,64446,4,1619,809.5,1139.149024,1615,4,66446,16611.5,31898.57945,64446,78,0,0,0,0,72,112,45.108712,75.18118666,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
389,523,11,4,172,326,79,0,15.63636364,31.4492376,163,0,81.5,94.10809388,952198.8528,28680.68834,37.35714286,30.70105772,92,1,523,52.3,46.07011565,133,1,285,95.0,160.2154799,280,2,0,0,0,0,368,144,21032.50478,7648.183556,0,163,31.125,57.86060836,3347.85,0,0,0,1,0,0,0,0,0,33.2,15.63636364,81.5,368,0,0,0,0,0,0,11,172,4,326,29200,2081,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8099816,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.963030271,0.493838379,2699938.667,4676426.618,8099811,1,8099816,2699938.667,4676426.618,8099811,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.493838379,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,8099811.0,0.0,8099811,8099811,DDoS
80,1038609,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11200.55767,7.702609933,148372.7143,392127.4092,1037634,4,685,342.5,415.0716806,636,49,1038513,259628.25,518670.5796,1037634,4,0,0,0,0,72,112,2.888478725,4.814131208,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,119,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,100840.3361,16806.72269,119.0,0.0,119,119,119,119.0,0.0,119,119,0,0.0,0.0,0,0,0,0,0,0,40,0,16806.72269,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60359,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,3777.398565,66.27015027,20119.66667,34841.35669,60351,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,33.13507513,33.13507513,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,64,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58400,23,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,521739.1304,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,58,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,90959553,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,128.2218262,0.153914565,6996888.692,22000000.0,79500000,1,90900000,13000000.0,29700000.0,79500000,1,28986,5797.2,12307.79928,27804,7,0,0,0,0,172,132,0.08795118,0.065963385,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1022.0,0.0,1022,1022,45500000.0,48200000.0,79500000,11400000,DDoS
80,1011788,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11497.46785,6.918445366,168631.3333,412799.1522,1011254,3,501,250.5,350.0178567,498,3,1011742,337247.3333,583706.9446,1011254,5,0,0,0,0,72,92,2.965048014,3.953397352,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2746979,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.736870577,1.456145096,915659.6667,1582486.321,2742956,2,2746979,915659.6667,1582486.321,2742956,2,0,0.0,0.0,0,0,0,0,0,0,80,0,1.456145096,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,78709910,9,5,62,11607,20,0,6.888888889,5.30199124,7215,0,2321.4,3327.769794,148.2532504,0.177868327,6054608.462,21100000.0,76300000,1,77500000,9691737.0,26900000.0,76300000,1,1176761,294190.25,587709.2768,1175754,10,0,0,0,0,192,112,0.114343924,0.063524402,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1251970.0,0.0,1251970,1251970,76300000.0,0.0,76300000,76300000,DDoS
80,4548159,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.276860374,0.879476729,1516053.0,2625005.319,4547148,4,4548159,1516053.0,2625005.319,4547148,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.879476729,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
65086,95666335,5,10,11613,68,11595,0,2322.6,5183.42983,20,0,6.8,5.006662228,122.1014686,0.156794969,6833309.643,22800000.0,85600000,1,95700000,23900000.0,47800000.0,95700000,4,95600000,10600000.0,28300000.0,85600000,1,0,0,0,0,112,212,0.05226499,0.104529979,0,11595,730.4375,2897.219747,8393882.263,0,0,0,0,1,1,0,0,2,779.1333333,2322.6,6.8,112,0,0,0,0,0,0,5,11613,10,68,229,256,3,20,34705.0,0.0,34705,34705,47800000.0,53400000.0,85600000,10100000,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,37346,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,311331.8695,240.9896642,4668.25,10247.4035,29349,2,7039,3519.5,4974.496206,7037,2,37200,7440.0,12602.21213,29349,14,0,0,0,0,72,132,80.32988807,160.6597761,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,3722100,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.059966148,1.343327691,930525.0,1859844.711,3720292,312,3722100,930525.0,1859844.711,3720292,312,0,0.0,0.0,0,0,0,0,0,0,100,0,1.343327691,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50241,1033848,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13.0,9.899494937,11246.33408,8.705341598,129231.0,360213.9081,1020657,4,1033848,172308.0,415632.2677,1020657,17,4,4.0,0.0,4,4,0,0,0,0,164,40,6.770821243,1.934520355,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60178,59,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,203389.8305,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51447,82180645,7,10,11613,68,5840,0,1659.0,2429.621575,20,0,6.8,5.006662228,142.138091,0.20686136,5136290.312,18900000.0,75900000,1,82200000,13700000.0,33200000.0,81400000,4,81400000,9040252.111,25200000.0,75900000,1,0,0,0,0,152,212,0.085178207,0.121683153,0,5840,649.2777778,1664.45447,2770408.683,0,0,0,0,1,1,0,0,1,687.4705882,1659.0,6.8,152,0,0,0,0,0,0,7,11613,10,68,229,256,5,20,23270.0,0.0,23270,23270,40700000.0,49900000.0,75900000,5414349,BENIGN
80,139517,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,83337.51442,57.3406825,19931.0,46667.07787,125122,47,13975,6987.5,9784.236531,13906,69,139468,34867.0,60519.96481,125122,186,0,0,0,0,72,112,21.50275594,35.83792656,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
60702,56,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,875000.0,71428.57143,18.66666667,28.88482877,52,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,20,53571.42857,17857.14286,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1147,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53603,87406807,6,10,11613,68,7215,0,1935.5,3122.940009,20,0,6.8,5.006662228,133.6394773,0.183052105,5827120.467,20900000.0,81200000,3,87400000,17500000.0,38700000.0,86700000,3,86700000,9634372.222,26900000.0,81200000,3,0,0,0,0,132,212,0.068644539,0.114407566,0,7215,687.4705882,1987.570568,3950436.765,0,0,0,0,1,1,0,0,1,730.4375,1935.5,6.8,132,0,0,0,0,0,0,6,11613,10,68,229,256,4,20,23925.0,0.0,23925,23925,43300000.0,53600000.0,81200000,5466470,BENIGN
80,33425,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,347853.4031,299.1772625,3713.888889,10526.26029,31777,9,31985,15992.5,22604.08247,31976,9,33226,5537.666667,12957.04304,31980,15,0,0,0,0,72,152,89.75317876,209.4240838,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,45750,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,254273.224,174.863388,6535.714286,16852.73103,44751,4,773,386.5,408.0006127,675,98,45704,11426.0,22218.99663,44751,4,0,0,0,0,72,112,65.57377049,109.2896175,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
138,28,13,0,3055,0,235,235,235.0,0.0,0,0,0.0,0.0,109000000.0,464285.7143,2.333333333,2.14617348,9,1,28,2.333333333,2.14617348,9,1,0,0.0,0.0,0,0,0,0,0,0,416,0,464285.7143,0.0,235,235,235.0,0.0,0.0,0,0,0,0,0,0,0,0,0,253.0769231,235.0,0.0,416,0,0,0,0,0,0,13,3055,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,73069,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,328.4566642,54.74277737,24356.33333,41335.39832,72083,4,73069,24356.33333,41335.39832,72083,4,0,0.0,0.0,0,0,0,0,0,0,80,0,54.74277737,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
65419,6057707,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.942842729,0.990473788,1211541.4,2695351.534,6033122,3,0,0.0,0.0,0,0,6044853,1511213.25,3014609.715,6033122,3,0,0,0,0,20,100,0.165078965,0.825394823,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,24585.0,0.0,24585,24585,6033122.0,0.0,6033122,6033122,BENIGN
443,207599,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,57.80374665,9.633957774,207599.0,0.0,207599,207599,207599,207599.0,0.0,207599,207599,0,0.0,0.0,0,0,0,0,0,0,40,0,9.633957774,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10919434,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.747395149,0.457899191,2729858.5,5458385.687,10900000,1,10900000,2729858.5,5458385.687,10900000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.457899191,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1997.0,0.0,1997,1997,10900000.0,0.0,10900000,10900000,DDoS
80,58545,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,198701.8533,136.6470237,8363.571429,21701.27896,57575,5,726,363.0,445.4772721,678,48,58495,14623.75,28635.79414,57575,5,0,0,0,0,72,112,51.24263387,85.40438979,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1223292,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,9504.680812,8.174663122,135921.3333,402586.3992,1209425,4,13035,6517.5,9211.480039,13031,4,1223257,203876.1667,492644.9048,1209425,16,0,0,0,0,72,152,2.452398937,5.722264185,0,2920,1057.0,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8141572,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.947833662,0.49130561,2713857.333,4699640.718,8140535,448,8141572,2713857.333,4699640.718,8140535,448,0,0.0,0.0,0,0,0,0,0,0,80,0,0.49130561,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1037.0,0.0,1037,1037,8140535.0,0.0,8140535,8140535,DDoS
80,68735,3,4,26,11601,20,0,8.666666667,10.26320288,10220,0,2900.25,4922.508194,169156.907,101.8404015,11455.83333,19031.51573,45759,97,22656,11328.0,15880.20409,22557,99,68638,22879.33333,22786.08374,45759,188,0,0,0,0,72,92,43.64588638,58.19451517,0,10220,1453.375,3574.535052,12800000.0,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,116013753,279,453,5882,732114,517,0,21.08243728,77.44882515,2920,0,1616.145695,682.5486439,6361.280287,6.30959676,158705.5445,1230863.228,10000000,0,116000000,417315.6583,1973786.824,10000000,1,111000000,245795.2765,1544894.293,10000000,1,0,0,0,0,5592,9204,2.40488729,3.90470947,0,2920,1006.815825,944.1673234,891451.9346,0,0,0,1,0,0,0,0,1,1008.191257,21.08243728,1616.145695,5592,0,0,0,0,0,0,279,5882,453,732114,8192,39,278,20,98391.63636,276349.601,931617,14978,10000000.0,5803.02351,10000000,9991457,BENIGN
65361,45590,1,7,6,42,6,6,6.0,0.0,6,6,6.0,0.0,1052.86247,175.4770783,6512.857143,12245.84591,33012,0,0,0.0,0.0,0,0,43034,7172.333333,13277.78808,33012,0,0,0,0,0,20,140,21.93463479,153.5424435,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,7,6.75,6.0,6.0,20,0,0,0,0,0,0,1,6,7,42,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17166,7045711,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,5.96107334,0.993512223,1174285.167,2863014.429,7018371,6,0,0.0,0.0,0,0,7026827,1405365.4,3137766.557,7018371,6,0,0,0,0,20,120,0.141930318,0.851581906,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,27340.0,0.0,27340,27340,7018371.0,0.0,7018371,7018371,BENIGN
80,81767874,9,5,62,11601,20,0,6.888888889,5.30199124,7300,0,2320.2,3022.508098,142.6354805,0.171216388,6289836.462,20900000.0,75700000,1,81700000,10200000.0,26500000.0,75700000,1,38159,9539.75,10697.95268,20226,195,0,0,0,0,192,112,0.110067678,0.06114871,0,7300,777.9333333,1970.892563,3884417.495,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,2009.0,0.0,2009,2009,40900000.0,49300000.0,75700000,6016813,DDoS
80,57201,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,203265.6772,122.3754829,9533.5,17414.28818,43747,49,12788,6394.0,8348.102659,12297,491,57035,19011.66667,22253.14057,43747,617,0,0,0,0,72,92,52.44663555,69.9288474,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,331,2,2,80,194,40,40,40.0,0.0,97,97,97.0,0.0,827794.5619,12084.59215,110.3333333,186.7734813,326,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,40,40,6042.296073,6042.296073,40,97,62.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,78.5,40.0,97.0,40,0,0,0,0,0,0,2,80,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,492903,2,5,20,11601,20,0,10.0,14.14213562,8760,0,2320.2,3668.897,23576.64693,14.20157719,82150.5,200662.9937,491752,65,491995,491995.0,0.0,491995,491995,492725,123181.25,245713.9041,491752,185,0,0,0,0,52,112,4.057593482,10.1439837,0,8760,1452.625,3020.863308,9125615.125,0,0,0,1,0,0,0,0,2,1660.142857,10.0,2320.2,52,0,0,0,0,0,0,2,20,5,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5310709,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.753195101,1770236.333,3021906.725,5259509,57,5310709,2655354.5,3682830.612,5259509,51200,0,0.0,0.0,0,0,0,0,0,0,104,40,0.564896326,0.188298775,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,26847,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55824,2,2,0,296,0,290,6,148.0,200.8183259,0,0,0.0,0.0,148000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,40,0,1000000.0,0.0,6,290,195.3333333,163.9674764,26885.33333,0,1,0,0,1,0,0,0,0,293.0,148.0,0.0,40,0,0,0,0,0,0,2,296,0,0,231,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1274785,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,9120.753696,7.844460046,141642.7778,421958.5857,1266848,16,7425,3712.5,5107.432281,7324,101,1274708,212451.3333,516555.0027,1266848,16,0,0,0,0,72,152,2.353338014,5.491122032,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
